142842947271004160	joy
143533032714940417	love
147060659622907904	anger
147142736355672064	sadness
135122553046966272	joy
143072926877483008	sadness
143830749794140160	anger
145143768553750528	joy
142024508256157696	anger
148973134249332737	sadness
136166563693862912	anger
138569480614842368	joy
142327727377231873	anger
139483002722979841	thankfulness
147680861637193728	anger
137729325876252672	sadness
148349253981442048	anger
138452788316348416	love
136779386660720640	love
144507892026974208	fear
145655474740662272	anger
137849013797011456	anger
144547020391194624	sadness
147351378275213312	anger
149569891127660544	fear
136526055002488832	joy
139727004659494913	thankfulness
139784166542811137	love
138001971864023041	fear
138468184796835840	anger
139522546386223104	anger
139599237414535169	love
138022026916020224	fear
143417241243885568	anger
139119546819821568	anger
146759152918736897	joy
138752710563467264	joy
148807019959296000	love
149855958934372352	anger
148577813379825664	love
144254698910781441	surprise
144517990526885888	joy
143399693194498048	joy
143884512298934273	anger
148482073462710273	sadness
139090302739824640	fear
135367897945079808	sadness
148805843842904064	sadness
139047767216619520	fear
136567868954394624	thankfulness
143839033821368321	love
142431086167863296	joy
138094461879189504	anger
141359257047138304	joy
137647779513245696	love
148650620667174912	joy
140289584717238273	love
147763648536907776	sadness
140113790715969536	joy
146796361491300352	love
148527546445737984	joy
136934992004648962	love
144474633662509056	love
146385722423779328	sadness
139826935575478272	thankfulness
144875304517767168	sadness
144164386188173312	joy
140565577122066432	joy
146975570343886848	fear
138836323137105920	joy
144288312159506432	thankfulness
146726669003137024	anger
149192531572301826	anger
149167748868608000	sadness
143532372707643392	anger
142197700165771264	joy
145316011837624320	anger
145687193770409984	joy
147648620789895168	fear
138662274389901312	love
148804417934733312	sadness
143170512070250498	sadness
140999444333215744	anger
138681134828634114	sadness
144508655285440512	sadness
149671581600321537	love
145554751352868865	sadness
144270149678149633	sadness
138271978153975808	joy
135054746854760448	anger
145314308505604097	joy
135394979454533632	fear
142613174619877377	joy
147539095172808705	joy
147225353159573505	fear
145199863318056961	love
144621386575527936	anger
138616601472794624	thankfulness
136008554233610240	love
143167218631446528	sadness
146745322314543104	love
144028342444765184	anger
134700086692286465	love
135931500418961408	joy
146245027683770370	sadness
145498643162599425	joy
146787275504758784	joy
148500997474484225	joy
144287900903800832	joy
146406378116886530	joy
149630913452576769	joy
136123971182661632	surprise
144284368779743232	anger
144615762483625984	joy
148970147254771712	joy
142384935716655105	love
138346029849378816	anger
146704248908955648	joy
140941169420025856	thankfulness
147517672400228352	thankfulness
134802227406700544	sadness
146435722835009536	anger
135804595476766720	love
148117382206988288	anger
142450528436232193	anger
134675913785880576	joy
138133911862648832	anger
137569312734068737	anger
148871218076987393	anger
149256435308576768	sadness
147378596829335552	sadness
140051141340839936	sadness
142807221363949568	anger
148585829898534912	joy
143073017491234816	sadness
146425060389961731	love
139346838510768128	joy
140304336407363584	sadness
142378892886421507	fear
144548644861915137	anger
145874685526163456	thankfulness
147889963969683456	love
141175257502449664	sadness
142371813958238209	joy
142113821119619073	joy
142649645858963457	joy
138813254892912641	sadness
148580952317239300	anger
139807940520591360	sadness
136529602913894400	anger
144301168066179073	fear
138765524434825216	joy
144824628613873666	joy
137742680695373824	joy
140615670164496384	joy
135868407882072064	sadness
142432587007279104	anger
145080722208718848	joy
142155107792977920	joy
142004468152668160	joy
145477776101736448	joy
148717057817583618	joy
149676307385556992	sadness
139481693273853952	joy
139204321995800576	joy
138935368664891393	joy
147130857323364352	sadness
142017984276336641	sadness
148748887740526594	anger
135548950764728320	fear
141095821805498368	joy
