142842947271004160	joy
143533032714940417	love
147142736355672064	sadness
135122553046966272	joy
142024508256157696	anger
148973134249332737	sadness
138569480614842368	joy
139483002722979841	thankfulness
137729325876252672	sadness
138452788316348416	love
136779386660720640	love
145655474740662272	anger
144547020391194624	sadness
149569891127660544	fear
136526055002488832	joy
139727004659494913	thankfulness
139784166542811137	love
138001971864023041	fear
139522546386223104	anger
138022026916020224	fear
143417241243885568	anger
146759152918736897	joy
138752710563467264	joy
148807019959296000	love
149855958934372352	anger
148577813379825664	love
143884512298934273	anger
148482073462710273	sadness
139090302739824640	fear
148805843842904064	sadness
136567868954394624	thankfulness
142431086167863296	joy
137647779513245696	love
140289584717238273	love
147763648536907776	sadness
140113790715969536	joy
146796361491300352	love
136934992004648962	love
144288312159506432	thankfulness
146726669003137024	anger
143532372707643392	anger
142197700165771264	joy
145316011837624320	anger
145687193770409984	joy
138662274389901312	love
143170512070250498	sadness
140999444333215744	anger
144508655285440512	sadness
149671581600321537	love
145554751352868865	sadness
135054746854760448	anger
142613174619877377	joy
147539095172808705	joy
145199863318056961	love
144621386575527936	anger
138616601472794624	thankfulness
143167218631446528	sadness
144028342444765184	anger
135931500418961408	joy
146245027683770370	sadness
145498643162599425	joy
148500997474484225	joy
146406378116886530	joy
149630913452576769	joy
136123971182661632	surprise
144284368779743232	anger
144615762483625984	joy
148970147254771712	joy
146704248908955648	joy
140941169420025856	thankfulness
147517672400228352	thankfulness
148117382206988288	anger
142450528436232193	anger
134675913785880576	joy
148871218076987393	anger
140051141340839936	sadness
142807221363949568	anger
148585829898534912	joy
146425060389961731	love
140304336407363584	sadness
145874685526163456	thankfulness
141175257502449664	sadness
142371813958238209	joy
142649645858963457	joy
138813254892912641	sadness
148580952317239300	anger
144301168066179073	fear
138765524434825216	joy
144824628613873666	joy
137742680695373824	joy
135868407882072064	sadness
145080722208718848	joy
142155107792977920	joy
148717057817583618	joy
149676307385556992	sadness
139481693273853952	joy
138935368664891393	joy
147130857323364352	sadness
142017984276336641	sadness
148748887740526594	anger
146081539279683584	sadness
137236769186918401	love
135234711038599169	joy
143916905051340801	joy
141322905773539329	anger
146805586401558528	joy
143464923492659201	anger
145221893312626688	sadness
139163397899030528	anger
137523813540835328	fear
147070618213416960	sadness
142364637999013888	sadness
142488672607019009	joy
136920732675489792	anger
139702930466017280	thankfulness
137499070695608320	love
141376980284211200	anger
143392273982435328	joy
144916213858963456	love
139430720790736896	love
148024963490775040	anger
147372620109717504	anger
138389054856249344	fear
140999742590169089	love
146450783653724160	fear
135918529257017344	sadness
147333564361474048	anger
135891787150659584	joy
148799181132279808	thankfulness
144483151153070080	sadness
138995126100959233	joy
148695994983399424	joy
145946311617810432	fear
138085467877937152	sadness
138415223630602241	fear
142677822429868033	love
135418800760832001	anger
134696171733127168	anger
147817773102399488	joy
142761639719092224	joy
149551791162404865	sadness
144135263038341121	fear
144101969143922688	sadness
146537071358640128	anger
146030771071762433	joy
139851787590057985	thankfulness
141833275894267904	joy
144974763180302336	anger
141378168987721729	love
145561755869904896	anger
134847715086565378	sadness
144530934119661569	fear
149261533619294210	sadness
148884629884112896	joy
134830002490449920	joy
147770923880161280	joy
136006713420689408	joy
136850770166427648	anger
142064884916568064	joy
139715969303064576	thankfulness
142433588758061056	joy
141259976290213888	anger
148425376748670976	fear
145643626360344576	fear
139550924250157056	love
145421739101405184	joy
148394594684518401	sadness
145923906748952576	love
146529326400155648	thankfulness
149222124161208322	anger
